task_id,task_domain,task_type,difficulty,task_description,constraints,required_capabilities,expected_tools,available_tools,ground_truth,success_criteria
task_01148,web_research,web_research,medium,Research pricing tier comparison using web search and summarize the top 3 findings with sources.,Must use only tools from the web_research toolset; Must return exactly 3 items,web research,"web_search,browser,validator","web_search,browser,validator,api_client",gt_web_research_pricing_tier_comparison_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01149,verification,verification,medium,Verify the 5 claims about customer churn drivers against the source data and flag unsupported ones.,Must use only tools from the verification toolset; Must return exactly 5 items,verification,"validator,sql_query,calculator","validator,sql_query,calculator,web_search",gt_verification_customer_churn_drivers_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01150,data_analysis,data_analysis,easy,Query the compliance audit findings table and compute the requested aggregate for the last 5 periods.,Must use only tools from the data_analysis toolset,data analysis,"sql_query,calculator,code_executor","sql_query,calculator,code_executor",gt_data_analysis_compliance_audit_findings_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01151,coding,coding,medium,Write and run a script that solves competitor feature matrix and returns the result for 4 test cases.,Must use only tools from the coding toolset; Must return exactly 4 items,coding,"code_executor,file_reader,file_writer","code_executor,file_reader,file_writer,sql_query",gt_coding_competitor_feature_matrix_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01152,multi_step_reasoning,multi_step_reasoning,hard,Answer a multi-step question about product defect reports requiring 4 intermediate computations.,Must use only tools from the multi_step_reasoning toolset; Must return exactly 4 items; Must cite the source of every factual claim,multi step reasoning,"calculator,sql_query,validator","calculator,sql_query,validator,code_executor",gt_multi_step_reasoning_product_defect_reports_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01153,constraint_satisfaction,constraint_satisfaction,medium,Find an assignment for pricing tier comparison satisfying all 5 stated constraints.,Must use only tools from the constraint_satisfaction toolset; Must return exactly 5 items,constraint satisfaction,"validator,calculator,sql_query","validator,calculator,sql_query,code_executor",gt_constraint_satisfaction_pricing_tier_comparison_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01154,document_analysis,document_analysis,easy,Read the provided document set on warehouse capacity planning and extract the 5 key claims with citations.,Must use only tools from the document_analysis toolset,document analysis,"doc_retriever,file_reader,validator","doc_retriever,file_reader,validator,sql_query",gt_document_analysis_warehouse_capacity_planning_5items,"Final answer must contain exactly 5 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01155,web_research,web_research,medium,Research warehouse capacity planning using web search and summarize the top 4 findings with sources.,Must use only tools from the web_research toolset; Must return exactly 4 items,web research,"web_search,browser,validator","web_search,browser,validator,api_client",gt_web_research_warehouse_capacity_planning_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01156,file_operations,file_operations,hard,"Read hiring pipeline metrics, transform it, and write 3 output files with the results.",Must use only tools from the file_operations toolset; Must return exactly 3 items; Must cite the source of every factual claim,file operations,"file_reader,file_writer,validator","file_reader,file_writer,validator,code_executor",gt_file_operations_hiring_pipeline_metrics_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01157,multi_step_reasoning,multi_step_reasoning,easy,Answer a multi-step question about employee onboarding steps requiring 3 intermediate computations.,Must use only tools from the multi_step_reasoning toolset,multi step reasoning,"calculator,sql_query,validator","calculator,sql_query,validator",gt_multi_step_reasoning_employee_onboarding_steps_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01158,api_workflows,api_workflows,hard,Call the shipping delay root causes API and assemble a report combining 4 endpoint responses.,Must use only tools from the api_workflows toolset; Must return exactly 4 items; Must cite the source of every factual claim,api workflows,"api_client,validator,calculator","api_client,validator,calculator",gt_api_workflows_shipping_delay_root_causes_4items,"Final answer must contain exactly 4 items, each traceable to a tool observation, and satisfy all stated constraints."
task_01159,information_retrieval,information_retrieval,hard,Find the 3 most relevant sources for compliance audit findings and rank them by relevance.,Must use only tools from the information_retrieval toolset; Must return exactly 3 items; Must cite the source of every factual claim,information retrieval,"web_search,doc_retriever,validator","web_search,doc_retriever,validator,file_reader",gt_information_retrieval_compliance_audit_findings_3items,"Final answer must contain exactly 3 items, each traceable to a tool observation, and satisfy all stated constraints."
